animal	group	WkPost-TX	feature	value	name	tissue	timepoint	newname	parameter	unit
RTd17	Control	-1	wk-1_LN_CD3p_CD8p_TCF1nCD101p_GRZBpTBETp_MFI_KI67	374	Wk-13 Post-ATI LN CD3p CD8p TCF1nCD101p GRZBpTBETp  KI67	LN	Week -13 Post-ATI	CD3p CD8p TCF1nCD101p GRZBpTBETp  KI67	LN_CD3p_CD8p_TCF1nCD101p_GRZBpTBETp_MFI_KI67	MFI
RTd17	Control	-1	wk-1_LN_CD3p_CD8p_TCF1nCD101p_GRZBnTBETn_MFI_KI67	52.6	Wk-13 Post-ATI LN CD3p CD8p TCF1nCD101p GRZBnTBETn  KI67	LN	Week -13 Post-ATI	CD3p CD8p TCF1nCD101p GRZBnTBETn  KI67	LN_CD3p_CD8p_TCF1nCD101p_GRZBnTBETn_MFI_KI67	MFI
RTd17	Control	-1	wk-1_LN_CD3p_CD8p_TCF1pCD101n	66.1	Wk-13 Post-ATI LN CD3p CD8p TCF1pCD101n	LN	Week -13 Post-ATI	CD3p CD8p TCF1pCD101n	LN_CD3p_CD8p_TCF1pCD101n	%
RTd17	Control	-1	wk-1_LN_CD3p_CD8p_TCF1nCD101n	23.6	Wk-13 Post-ATI LN CD3p CD8p TCF1nCD101n	LN	Week -13 Post-ATI	CD3p CD8p TCF1nCD101n	LN_CD3p_CD8p_TCF1nCD101n	%
RTd17	Control	-1	wk-1_LN_CD3p_CD8p_TCFn	26.1	Wk-13 Post-ATI LN CD3p CD8p TCFn	LN	Week -13 Post-ATI	CD3p CD8p TCFn	LN_CD3p_CD8p_TCFn	%
RTd17	Control	-1	wk-1_LN_CD3p_CD8p_TCFn_TBEThi_CX3CR1pGRZBp_MFI_ID2	244	Wk-13 Post-ATI LN CD3p CD8p TCFn TBEThi CX3CR1pGRZBp  ID2	LN	Week -13 Post-ATI	CD3p CD8p TCFn TBEThi CX3CR1pGRZBp  ID2	LN_CD3p_CD8p_TCFn_TBEThi_CX3CR1pGRZBp_MFI_ID2	MFI
RTd17	Control	-1	wk-1_LN_CD3p_CD4p_Naive_notToxpIRF4p_MFI_CD101	182	Wk-13 Post-ATI LN CD3p CD4p Naive notToxpIRF4p  CD101	LN	Week -13 Post-ATI	CD3p CD4p Naive notToxpIRF4p  CD101	LN_CD3p_CD4p_Naive_notToxpIRF4p_MFI_CD101	MFI
RTd17	Control	-1	wk-1_LN_CD3p_CD4p_notToxpIRF4p_MFI_BCL2	2022	Wk-13 Post-ATI LN CD3p CD4p notToxpIRF4p  BCL2	LN	Week -13 Post-ATI	CD3p CD4p notToxpIRF4p  BCL2	LN_CD3p_CD4p_notToxpIRF4p_MFI_BCL2	MFI
RTd17	Control	-1	wk-1_LN_CD3p_CD4p_TCM_notToxpIRF4p_MFI_BCL2	2216	Wk-13 Post-ATI LN CD3p CD4p TCM notToxpIRF4p  BCL2	LN	Week -13 Post-ATI	CD3p CD4p TCM notToxpIRF4p  BCL2	LN_CD3p_CD4p_TCM_notToxpIRF4p_MFI_BCL2	MFI
RTd17	Control	-1	wk-1_LN_CD3p_CD4p_TCM_notToxpIRF4p_MFI_CD101	385	Wk-13 Post-ATI LN CD3p CD4p TCM notToxpIRF4p  CD101	LN	Week -13 Post-ATI	CD3p CD4p TCM notToxpIRF4p  CD101	LN_CD3p_CD4p_TCM_notToxpIRF4p_MFI_CD101	MFI
RTd17	Control	-1	wk-1_LN_CD3p_CD4p_TCM_TOXpIRF4p_MFI_TCF1	12553	Wk-13 Post-ATI LN CD3p CD4p TCM TOXpIRF4p  TCF1	LN	Week -13 Post-ATI	CD3p CD4p TCM TOXpIRF4p  TCF1	LN_CD3p_CD4p_TCM_TOXpIRF4p_MFI_TCF1	MFI
RTd17	Control	-1	wk-1_LN_CD3p_CD4p_TCM_TOXpIRF4p_MFI_CD101	1509	Wk-13 Post-ATI LN CD3p CD4p TCM TOXpIRF4p  CD101	LN	Week -13 Post-ATI	CD3p CD4p TCM TOXpIRF4p  CD101	LN_CD3p_CD4p_TCM_TOXpIRF4p_MFI_CD101	MFI
RTd17	Control	-1	wk-1_LN_CD3p_CD4p_TCM_IRF4nTCF1nTOXp	2.61	Wk-13 Post-ATI LN CD3p CD4p TCM IRF4nTCF1nTOXp	LN	Week -13 Post-ATI	CD3p CD4p TCM IRF4nTCF1nTOXp	LN_CD3p_CD4p_TCM_IRF4nTCF1nTOXp	%
RTd17	Control	-1	wk-1_LN_CD3p_CD4p_TEM_notToxpIRF4p_MFI_CD101	177	Wk-13 Post-ATI LN CD3p CD4p TEM notToxpIRF4p  CD101	LN	Week -13 Post-ATI	CD3p CD4p TEM notToxpIRF4p  CD101	LN_CD3p_CD4p_TEM_notToxpIRF4p_MFI_CD101	MFI
RTd17	Control	-1	wk-1_LN_CD3p_CD4p_TEM_TCF1p	58.3	Wk-13 Post-ATI LN CD3p CD4p TEM TCF1p	LN	Week -13 Post-ATI	CD3p CD4p TEM TCF1p	LN_CD3p_CD4p_TEM_TCF1p	%
RTd17	Control	-1	wk-1_LN_CD3p_CD4p_TEM_TCF1n	41.7	Wk-13 Post-ATI LN CD3p CD4p TEM TCF1n	LN	Week -13 Post-ATI	CD3p CD4p TEM TCF1n	LN_CD3p_CD4p_TEM_TCF1n	%
RTd17	Control	-1	wk-1_LN_CD3p_CD4p_TEM_IRF4pTCF1pTOXn	11	Wk-13 Post-ATI LN CD3p CD4p TEM IRF4pTCF1pTOXn	LN	Week -13 Post-ATI	CD3p CD4p TEM IRF4pTCF1pTOXn	LN_CD3p_CD4p_TEM_IRF4pTCF1pTOXn	%
RTd17	Control	-1	wk-1_LN_CD3p_CD4p_TEM_IRF4nTCF1nTOXp	10.4	Wk-13 Post-ATI LN CD3p CD4p TEM IRF4nTCF1nTOXp	LN	Week -13 Post-ATI	CD3p CD4p TEM IRF4nTCF1nTOXp	LN_CD3p_CD4p_TEM_IRF4nTCF1nTOXp	%
RTd17	Control	-1	wk-1_LN_CD3p_CD4p_TEM_IRF4nTCF1nTOXn	20.9	Wk-13 Post-ATI LN CD3p CD4p TEM IRF4nTCF1nTOXn	LN	Week -13 Post-ATI	CD3p CD4p TEM IRF4nTCF1nTOXn	LN_CD3p_CD4p_TEM_IRF4nTCF1nTOXn	%
RTd17	Control	-1	wk-1_LN_CD3p_CD4p_TOXpIRF4p_MFI_CD101	1268	Wk-13 Post-ATI LN CD3p CD4p TOXpIRF4p  CD101	LN	Week -13 Post-ATI	CD3p CD4p TOXpIRF4p  CD101	LN_CD3p_CD4p_TOXpIRF4p_MFI_CD101	MFI
RTd17	Control	-1	wk-1_LN_CD3p_CD8p_Naive	10.9	Wk-13 Post-ATI LN CD3p CD8p Naive	LN	Week -13 Post-ATI	CD3p CD8p Naive	LN_CD3p_CD8p_Naive	%
RTd17	Control	-1	wk-1_LN_CD3p_CD8p_Naive_notToxpIRF4p_MFI_CD101	89.9	Wk-13 Post-ATI LN CD3p CD8p Naive notToxpIRF4p  CD101	LN	Week -13 Post-ATI	CD3p CD8p Naive notToxpIRF4p  CD101	LN_CD3p_CD8p_Naive_notToxpIRF4p_MFI_CD101	MFI
RTd17	Control	-1	wk-1_LN_CD3p_CD8p_Naive_TCF1p	79.8	Wk-13 Post-ATI LN CD3p CD8p Naive TCF1p	LN	Week -13 Post-ATI	CD3p CD8p Naive TCF1p	LN_CD3p_CD8p_Naive_TCF1p	%
RTd17	Control	-1	wk-1_LN_CD3p_CD8p_Naive_TCF1n	20.2	Wk-13 Post-ATI LN CD3p CD8p Naive TCF1n	LN	Week -13 Post-ATI	CD3p CD8p Naive TCF1n	LN_CD3p_CD8p_Naive_TCF1n	%
RTd17	Control	-1	wk-1_LN_CD3p_CD8p_Naive_IRF4nTCF1nTOXp	4.86	Wk-13 Post-ATI LN CD3p CD8p Naive IRF4nTCF1nTOXp	LN	Week -13 Post-ATI	CD3p CD8p Naive IRF4nTCF1nTOXp	LN_CD3p_CD8p_Naive_IRF4nTCF1nTOXp	%
RTd17	Control	-1	wk-1_LN_CD3p_CD8p_Naive_IRF4nTCF1nTOXn	15.3	Wk-13 Post-ATI LN CD3p CD8p Naive IRF4nTCF1nTOXn	LN	Week -13 Post-ATI	CD3p CD8p Naive IRF4nTCF1nTOXn	LN_CD3p_CD8p_Naive_IRF4nTCF1nTOXn	%
RTd17	Control	-1	wk-1_LN_CD3p_CD8p_notToxpIRF4p_MFI_TCF1	9795	Wk-13 Post-ATI LN CD3p CD8p notToxpIRF4p  TCF1	LN	Week -13 Post-ATI	CD3p CD8p notToxpIRF4p  TCF1	LN_CD3p_CD8p_notToxpIRF4p_MFI_TCF1	MFI
RTd17	Control	-1	wk-1_LN_CD3p_CD8p_TCF1p	78.7	Wk-13 Post-ATI LN CD3p CD8p TCF1p	LN	Week -13 Post-ATI	CD3p CD8p TCF1p	LN_CD3p_CD8p_TCF1p	%
RTd17	Control	-1	wk-1_LN_CD3p_CD8p_TEM_IRF4nTCF1nTOXp	8.5	Wk-13 Post-ATI LN CD3p CD8p TEM IRF4nTCF1nTOXp	LN	Week -13 Post-ATI	CD3p CD8p TEM IRF4nTCF1nTOXp	LN_CD3p_CD8p_TEM_IRF4nTCF1nTOXp	%
RTd17	Control	-1	wk-1_LN_CD3p_CD8p_TOXpIRF4p_MFI_KI67	151	Wk-13 Post-ATI LN CD3p CD8p TOXpIRF4p  KI67	LN	Week -13 Post-ATI	CD3p CD8p TOXpIRF4p  KI67	LN_CD3p_CD8p_TOXpIRF4p_MFI_KI67	MFI
RTd17	Control	-1	wk-1_LN_CD3p_CD8p_TCF1n	21.3	Wk-13 Post-ATI LN CD3p CD8p TCF1n	LN	Week -13 Post-ATI	CD3p CD8p TCF1n	LN_CD3p_CD8p_TCF1n	%
RTd17	Control	-1	wk-1_LN_CD3p_CD8p_IRF4nTCF1pTOXn	38.4	Wk-13 Post-ATI LN CD3p CD8p IRF4nTCF1pTOXn	LN	Week -13 Post-ATI	CD3p CD8p IRF4nTCF1pTOXn	LN_CD3p_CD8p_IRF4nTCF1pTOXn	%
RTd17	Control	-1	wk-1_LN_CD3p_CD8p_IRF4nTCF1nTOXp	5.46	Wk-13 Post-ATI LN CD3p CD8p IRF4nTCF1nTOXp	LN	Week -13 Post-ATI	CD3p CD8p IRF4nTCF1nTOXp	LN_CD3p_CD8p_IRF4nTCF1nTOXp	%
RTd17	Control	-1	wk-1_LN_CD3p_CD8p_IRF4nTCF1nTOXn	14.5	Wk-13 Post-ATI LN CD3p CD8p IRF4nTCF1nTOXn	LN	Week -13 Post-ATI	CD3p CD8p IRF4nTCF1nTOXn	LN_CD3p_CD8p_IRF4nTCF1nTOXn	%
RTd17	Control	-1	wk-1_PBMC_CD3p_CD4p_TCM_notToxpIRF4p_MFI_TBET	347	Wk-13 Post-ATI PBMC CD3p CD4p TCM notToxpIRF4p  TBET	PBMC	Week -13 Post-ATI	CD3p CD4p TCM notToxpIRF4p  TBET	PBMC_CD3p_CD4p_TCM_notToxpIRF4p_MFI_TBET	MFI
RTd17	Control	-1	wk-1_PBMC_CD3p_CD4p_TCM_notToxpIRF4p_MFI_BCL2	2391	Wk-13 Post-ATI PBMC CD3p CD4p TCM notToxpIRF4p  BCL2	PBMC	Week -13 Post-ATI	CD3p CD4p TCM notToxpIRF4p  BCL2	PBMC_CD3p_CD4p_TCM_notToxpIRF4p_MFI_BCL2	MFI
RTd17	Control	-1	wk-1_PBMC_CD3p_CD4p_TCM_TOXpIRF4p_MFI_TBET	386	Wk-13 Post-ATI PBMC CD3p CD4p TCM TOXpIRF4p  TBET	PBMC	Week -13 Post-ATI	CD3p CD4p TCM TOXpIRF4p  TBET	PBMC_CD3p_CD4p_TCM_TOXpIRF4p_MFI_TBET	MFI
RTd17	Control	-1	wk-1_PBMC_CD3p_CD4p_TCM_IRF4pTCF1nTOXn	2.56	Wk-13 Post-ATI PBMC CD3p CD4p TCM IRF4pTCF1nTOXn	PBMC	Week -13 Post-ATI	CD3p CD4p TCM IRF4pTCF1nTOXn	PBMC_CD3p_CD4p_TCM_IRF4pTCF1nTOXn	%
RTd17	Control	-1	wk-1_PBMC_CD3p_CD4p_TEM_TOXpIRF4p_MFI_CX3CR1	121	Wk-13 Post-ATI PBMC CD3p CD4p TEM TOXpIRF4p  CX3CR1	PBMC	Week -13 Post-ATI	CD3p CD4p TEM TOXpIRF4p  CX3CR1	PBMC_CD3p_CD4p_TEM_TOXpIRF4p_MFI_CX3CR1	MFI
RTd17	Control	-1	wk-1_PBMC_CD3p_CD8p_TCM_notToxpIRF4p_MFI_TBET	184	Wk-13 Post-ATI PBMC CD3p CD8p TCM notToxpIRF4p  TBET	PBMC	Week -13 Post-ATI	CD3p CD8p TCM notToxpIRF4p  TBET	PBMC_CD3p_CD8p_TCM_notToxpIRF4p_MFI_TBET	MFI
RTd17	Control	-1	wk-1_PBMC_CD3p_CD8p_TCM_TOXpIRF4p_MFI_TBET	220	Wk-13 Post-ATI PBMC CD3p CD8p TCM TOXpIRF4p  TBET	PBMC	Week -13 Post-ATI	CD3p CD8p TCM TOXpIRF4p  TBET	PBMC_CD3p_CD8p_TCM_TOXpIRF4p_MFI_TBET	MFI
RTd17	Control	-1	wk-1_PBMC_CD3p_CD8p_TCF1nCD101p_GRZBnTBETp_MFI_BCL2	3208	Wk-13 Post-ATI PBMC CD3p CD8p TCF1nCD101p GRZBnTBETp  BCL2	PBMC	Week -13 Post-ATI	CD3p CD8p TCF1nCD101p GRZBnTBETp  BCL2	PBMC_CD3p_CD8p_TCF1nCD101p_GRZBnTBETp_MFI_BCL2	MFI
RTd17	Control	-1	wk-1_PBMC_CD3p_CD8p_TCF1nCD101p_GRZBnTBETn_MFI_KI67	196	Wk-13 Post-ATI PBMC CD3p CD8p TCF1nCD101p GRZBnTBETn  KI67	PBMC	Week -13 Post-ATI	CD3p CD8p TCF1nCD101p GRZBnTBETn  KI67	PBMC_CD3p_CD8p_TCF1nCD101p_GRZBnTBETn_MFI_KI67	MFI
RTd17	Control	-1	wk-1_PBMC_CD3p_CD8p_TCF1pCD101p_MFI_BCL2	3497	Wk-13 Post-ATI PBMC CD3p CD8p TCF1pCD101p  BCL2	PBMC	Week -13 Post-ATI	CD3p CD8p TCF1pCD101p  BCL2	PBMC_CD3p_CD8p_TCF1pCD101p_MFI_BCL2	MFI
RTd17	Control	-1	wk-1_PBMC_CD3p_CD8p_TCF1pCD101p_GRZBpTBETp_MFI_BCL2	4537	Wk-13 Post-ATI PBMC CD3p CD8p TCF1pCD101p GRZBpTBETp  BCL2	PBMC	Week -13 Post-ATI	CD3p CD8p TCF1pCD101p GRZBpTBETp  BCL2	PBMC_CD3p_CD8p_TCF1pCD101p_GRZBpTBETp_MFI_BCL2	MFI
RTd17	Control	-1	wk-1_PBMC_CD3p_CD8p_TCF1pCD101p_GRZBnTBETn	58.8	Wk-13 Post-ATI PBMC CD3p CD8p TCF1pCD101p GRZBnTBETn	PBMC	Week -13 Post-ATI	CD3p CD8p TCF1pCD101p GRZBnTBETn	PBMC_CD3p_CD8p_TCF1pCD101p_GRZBnTBETn	%
RTd17	Control	-1	wk-1_PBMC_CD3p_CD8p_TCF1pCD101p_GRZBnTBETn_MFI_BCL2	3095	Wk-13 Post-ATI PBMC CD3p CD8p TCF1pCD101p GRZBnTBETn  BCL2	PBMC	Week -13 Post-ATI	CD3p CD8p TCF1pCD101p GRZBnTBETn  BCL2	PBMC_CD3p_CD8p_TCF1pCD101p_GRZBnTBETn_MFI_BCL2	MFI
RTd17	Control	-1	wk-1_PBMC_CD3p_CD8p_TCF1nCD101n_MFI_KI67	79.6	Wk-13 Post-ATI PBMC CD3p CD8p TCF1nCD101n  KI67	PBMC	Week -13 Post-ATI	CD3p CD8p TCF1nCD101n  KI67	PBMC_CD3p_CD8p_TCF1nCD101n_MFI_KI67	MFI
RTd17	Control	12	wk12_LN_CD3p_CD4p_TCF1p_GRZBp_MFI_GRZB	853	Wk0 Post-ATI LN CD3p CD4p TCF1p GRZBp  GRZB	LN	Week 0 Post-ATI	CD3p CD4p TCF1p GRZBp  GRZB	LN_CD3p_CD4p_TCF1p_GRZBp_MFI_GRZB	MFI
RTd17	Control	12	wk12_LN_CD3p_CD8p_TCF1nCD101p_MFI_IRF4	160	Wk0 Post-ATI LN CD3p CD8p TCF1nCD101p  IRF4	LN	Week 0 Post-ATI	CD3p CD8p TCF1nCD101p  IRF4	LN_CD3p_CD8p_TCF1nCD101p_MFI_IRF4	MFI
RTd17	Control	12	wk12_LN_CD3p_CD8p_TCF1nCD101p_MFI_ID2	316	Wk0 Post-ATI LN CD3p CD8p TCF1nCD101p  ID2	LN	Week 0 Post-ATI	CD3p CD8p TCF1nCD101p  ID2	LN_CD3p_CD8p_TCF1nCD101p_MFI_ID2	MFI
RTd17	Control	12	wk12_LN_CD3p_CD8p_TCF1nCD101p_GRZBnTBETp_MFI_IRF4	174	Wk0 Post-ATI LN CD3p CD8p TCF1nCD101p GRZBnTBETp  IRF4	LN	Week 0 Post-ATI	CD3p CD8p TCF1nCD101p GRZBnTBETp  IRF4	LN_CD3p_CD8p_TCF1nCD101p_GRZBnTBETp_MFI_IRF4	MFI
RTd17	Control	12	wk12_LN_CD3p_CD8p_TCF1nCD101p_GRZBnTBETp_MFI_ID2	384	Wk0 Post-ATI LN CD3p CD8p TCF1nCD101p GRZBnTBETp  ID2	LN	Week 0 Post-ATI	CD3p CD8p TCF1nCD101p GRZBnTBETp  ID2	LN_CD3p_CD8p_TCF1nCD101p_GRZBnTBETp_MFI_ID2	MFI
RTd17	Control	12	wk12_LN_CD3p_CD8p_TCF1nCD101p_GRZBnTBETp_MFI_CD101	2650	Wk0 Post-ATI LN CD3p CD8p TCF1nCD101p GRZBnTBETp  CD101	LN	Week 0 Post-ATI	CD3p CD8p TCF1nCD101p GRZBnTBETp  CD101	LN_CD3p_CD8p_TCF1nCD101p_GRZBnTBETp_MFI_CD101	MFI
RTd17	Control	12	wk12_LN_CD3p_CD8p_TCF1nCD101p_GRZBpTBETp_MFI_BCL2	797	Wk0 Post-ATI LN CD3p CD8p TCF1nCD101p GRZBpTBETp  BCL2	LN	Week 0 Post-ATI	CD3p CD8p TCF1nCD101p GRZBpTBETp  BCL2	LN_CD3p_CD8p_TCF1nCD101p_GRZBpTBETp_MFI_BCL2	MFI
RTd17	Control	12	wk12_LN_CD3p_CD8p_TCF1nCD101p_GRZBpTBETp_MFI_KI67	191	Wk0 Post-ATI LN CD3p CD8p TCF1nCD101p GRZBpTBETp  KI67	LN	Week 0 Post-ATI	CD3p CD8p TCF1nCD101p GRZBpTBETp  KI67	LN_CD3p_CD8p_TCF1nCD101p_GRZBpTBETp_MFI_KI67	MFI
RTd17	Control	12	wk12_LN_CD3p_CD8p_TCF1nCD101p_GRZBnTBETn_MFI_KI67	28.2	Wk0 Post-ATI LN CD3p CD8p TCF1nCD101p GRZBnTBETn  KI67	LN	Week 0 Post-ATI	CD3p CD8p TCF1nCD101p GRZBnTBETn  KI67	LN_CD3p_CD8p_TCF1nCD101p_GRZBnTBETn_MFI_KI67	MFI
RTd17	Control	12	wk12_LN_CD3p_CD8p_TCF1pCD101n	66.9	Wk0 Post-ATI LN CD3p CD8p TCF1pCD101n	LN	Week 0 Post-ATI	CD3p CD8p TCF1pCD101n	LN_CD3p_CD8p_TCF1pCD101n	%
RTd17	Control	12	wk12_LN_CD3p_CD8p_TCF1nCD101n	17	Wk0 Post-ATI LN CD3p CD8p TCF1nCD101n	LN	Week 0 Post-ATI	CD3p CD8p TCF1nCD101n	LN_CD3p_CD8p_TCF1nCD101n	%
RTd17	Control	12	wk12_LN_CD3p_CD8p_TCFn	21	Wk0 Post-ATI LN CD3p CD8p TCFn	LN	Week 0 Post-ATI	CD3p CD8p TCFn	LN_CD3p_CD8p_TCFn	%
RTd17	Control	12	wk12_LN_CD3p_CD8p_TCFn_TBEThi_CX3CR1pGRZBp_MFI_ID2	164	Wk0 Post-ATI LN CD3p CD8p TCFn TBEThi CX3CR1pGRZBp  ID2	LN	Week 0 Post-ATI	CD3p CD8p TCFn TBEThi CX3CR1pGRZBp  ID2	LN_CD3p_CD8p_TCFn_TBEThi_CX3CR1pGRZBp_MFI_ID2	MFI
RTd17	Control	12	wk12_LN_CD3p_CD4p_Naive_notToxpIRF4p_MFI_CD101	151	Wk0 Post-ATI LN CD3p CD4p Naive notToxpIRF4p  CD101	LN	Week 0 Post-ATI	CD3p CD4p Naive notToxpIRF4p  CD101	LN_CD3p_CD4p_Naive_notToxpIRF4p_MFI_CD101	MFI
RTd17	Control	12	wk12_LN_CD3p_CD4p_notToxpIRF4p_MFI_BCL2	2168	Wk0 Post-ATI LN CD3p CD4p notToxpIRF4p  BCL2	LN	Week 0 Post-ATI	CD3p CD4p notToxpIRF4p  BCL2	LN_CD3p_CD4p_notToxpIRF4p_MFI_BCL2	MFI
RTd17	Control	12	wk12_LN_CD3p_CD4p_TCM_notToxpIRF4p_MFI_BCL2	2380	Wk0 Post-ATI LN CD3p CD4p TCM notToxpIRF4p  BCL2	LN	Week 0 Post-ATI	CD3p CD4p TCM notToxpIRF4p  BCL2	LN_CD3p_CD4p_TCM_notToxpIRF4p_MFI_BCL2	MFI
RTd17	Control	12	wk12_LN_CD3p_CD4p_TCM_notToxpIRF4p_MFI_CD101	430	Wk0 Post-ATI LN CD3p CD4p TCM notToxpIRF4p  CD101	LN	Week 0 Post-ATI	CD3p CD4p TCM notToxpIRF4p  CD101	LN_CD3p_CD4p_TCM_notToxpIRF4p_MFI_CD101	MFI
RTd17	Control	12	wk12_LN_CD3p_CD4p_TCM_TOXpIRF4p_MFI_TCF1	8658	Wk0 Post-ATI LN CD3p CD4p TCM TOXpIRF4p  TCF1	LN	Week 0 Post-ATI	CD3p CD4p TCM TOXpIRF4p  TCF1	LN_CD3p_CD4p_TCM_TOXpIRF4p_MFI_TCF1	MFI
RTd17	Control	12	wk12_LN_CD3p_CD4p_TCM_TOXpIRF4p_MFI_CD101	1804	Wk0 Post-ATI LN CD3p CD4p TCM TOXpIRF4p  CD101	LN	Week 0 Post-ATI	CD3p CD4p TCM TOXpIRF4p  CD101	LN_CD3p_CD4p_TCM_TOXpIRF4p_MFI_CD101	MFI
RTd17	Control	12	wk12_LN_CD3p_CD4p_TCM_IRF4nTCF1nTOXp	3.87	Wk0 Post-ATI LN CD3p CD4p TCM IRF4nTCF1nTOXp	LN	Week 0 Post-ATI	CD3p CD4p TCM IRF4nTCF1nTOXp	LN_CD3p_CD4p_TCM_IRF4nTCF1nTOXp	%
RTd17	Control	12	wk12_LN_CD3p_CD4p_TEM_notToxpIRF4p_MFI_CD101	238	Wk0 Post-ATI LN CD3p CD4p TEM notToxpIRF4p  CD101	LN	Week 0 Post-ATI	CD3p CD4p TEM notToxpIRF4p  CD101	LN_CD3p_CD4p_TEM_notToxpIRF4p_MFI_CD101	MFI
RTd17	Control	12	wk12_LN_CD3p_CD4p_TEM_TCF1p	59.9	Wk0 Post-ATI LN CD3p CD4p TEM TCF1p	LN	Week 0 Post-ATI	CD3p CD4p TEM TCF1p	LN_CD3p_CD4p_TEM_TCF1p	%
RTd17	Control	12	wk12_LN_CD3p_CD4p_TEM_TCF1n	40.1	Wk0 Post-ATI LN CD3p CD4p TEM TCF1n	LN	Week 0 Post-ATI	CD3p CD4p TEM TCF1n	LN_CD3p_CD4p_TEM_TCF1n	%
RTd17	Control	12	wk12_LN_CD3p_CD4p_TEM_IRF4pTCF1pTOXn	10	Wk0 Post-ATI LN CD3p CD4p TEM IRF4pTCF1pTOXn	LN	Week 0 Post-ATI	CD3p CD4p TEM IRF4pTCF1pTOXn	LN_CD3p_CD4p_TEM_IRF4pTCF1pTOXn	%
RTd17	Control	12	wk12_LN_CD3p_CD4p_TEM_IRF4nTCF1nTOXp	7.65	Wk0 Post-ATI LN CD3p CD4p TEM IRF4nTCF1nTOXp	LN	Week 0 Post-ATI	CD3p CD4p TEM IRF4nTCF1nTOXp	LN_CD3p_CD4p_TEM_IRF4nTCF1nTOXp	%
RTd17	Control	12	wk12_LN_CD3p_CD4p_TEM_IRF4nTCF1nTOXn	24.7	Wk0 Post-ATI LN CD3p CD4p TEM IRF4nTCF1nTOXn	LN	Week 0 Post-ATI	CD3p CD4p TEM IRF4nTCF1nTOXn	LN_CD3p_CD4p_TEM_IRF4nTCF1nTOXn	%
RTd17	Control	12	wk12_LN_CD3p_CD4p_TOXpIRF4p_MFI_CD101	1473	Wk0 Post-ATI LN CD3p CD4p TOXpIRF4p  CD101	LN	Week 0 Post-ATI	CD3p CD4p TOXpIRF4p  CD101	LN_CD3p_CD4p_TOXpIRF4p_MFI_CD101	MFI
RTd17	Control	12	wk12_LN_CD3p_CD8p_Naive	28.2	Wk0 Post-ATI LN CD3p CD8p Naive	LN	Week 0 Post-ATI	CD3p CD8p Naive	LN_CD3p_CD8p_Naive	%
RTd17	Control	12	wk12_LN_CD3p_CD8p_Naive_notToxpIRF4p_MFI_CD101	147	Wk0 Post-ATI LN CD3p CD8p Naive notToxpIRF4p  CD101	LN	Week 0 Post-ATI	CD3p CD8p Naive notToxpIRF4p  CD101	LN_CD3p_CD8p_Naive_notToxpIRF4p_MFI_CD101	MFI
RTd17	Control	12	wk12_LN_CD3p_CD8p_Naive_TCF1p	92.8	Wk0 Post-ATI LN CD3p CD8p Naive TCF1p	LN	Week 0 Post-ATI	CD3p CD8p Naive TCF1p	LN_CD3p_CD8p_Naive_TCF1p	%
RTd17	Control	12	wk12_LN_CD3p_CD8p_Naive_TCF1n	7.18	Wk0 Post-ATI LN CD3p CD8p Naive TCF1n	LN	Week 0 Post-ATI	CD3p CD8p Naive TCF1n	LN_CD3p_CD8p_Naive_TCF1n	%
RTd17	Control	12	wk12_LN_CD3p_CD8p_Naive_IRF4nTCF1nTOXp	1.64	Wk0 Post-ATI LN CD3p CD8p Naive IRF4nTCF1nTOXp	LN	Week 0 Post-ATI	CD3p CD8p Naive IRF4nTCF1nTOXp	LN_CD3p_CD8p_Naive_IRF4nTCF1nTOXp	%
RTd17	Control	12	wk12_LN_CD3p_CD8p_Naive_IRF4nTCF1nTOXn	5.44	Wk0 Post-ATI LN CD3p CD8p Naive IRF4nTCF1nTOXn	LN	Week 0 Post-ATI	CD3p CD8p Naive IRF4nTCF1nTOXn	LN_CD3p_CD8p_Naive_IRF4nTCF1nTOXn	%
RTd17	Control	12	wk12_LN_CD3p_CD8p_notToxpIRF4p_MFI_TCF1	9385	Wk0 Post-ATI LN CD3p CD8p notToxpIRF4p  TCF1	LN	Week 0 Post-ATI	CD3p CD8p notToxpIRF4p  TCF1	LN_CD3p_CD8p_notToxpIRF4p_MFI_TCF1	MFI
RTd17	Control	12	wk12_LN_CD3p_CD8p_TCF1p	82.7	Wk0 Post-ATI LN CD3p CD8p TCF1p	LN	Week 0 Post-ATI	CD3p CD8p TCF1p	LN_CD3p_CD8p_TCF1p	%
RTd17	Control	12	wk12_LN_CD3p_CD8p_TEM_IRF4nTCF1nTOXp	12.1	Wk0 Post-ATI LN CD3p CD8p TEM IRF4nTCF1nTOXp	LN	Week 0 Post-ATI	CD3p CD8p TEM IRF4nTCF1nTOXp	LN_CD3p_CD8p_TEM_IRF4nTCF1nTOXp	%
RTd17	Control	12	wk12_LN_CD3p_CD8p_TOXpIRF4p_MFI_KI67	127	Wk0 Post-ATI LN CD3p CD8p TOXpIRF4p  KI67	LN	Week 0 Post-ATI	CD3p CD8p TOXpIRF4p  KI67	LN_CD3p_CD8p_TOXpIRF4p_MFI_KI67	MFI
RTd17	Control	12	wk12_LN_CD3p_CD8p_TCF1n	17.3	Wk0 Post-ATI LN CD3p CD8p TCF1n	LN	Week 0 Post-ATI	CD3p CD8p TCF1n	LN_CD3p_CD8p_TCF1n	%
