animal	group	WkPost-TX	feature	value	name	tissue	timepoint	newname	parameter	unit
REq17	Control	21	wk21_LN_CD3p_CD8p_TCF1nCD101p_GRZBpTBETp_MFI_KI67	245	Wk9 Post-ATI LN CD3p CD8p TCF1nCD101p GRZBpTBETp  KI67	LN	Week 9 Post-ATI	CD3p CD8p TCF1nCD101p GRZBpTBETp  KI67	LN_CD3p_CD8p_TCF1nCD101p_GRZBpTBETp_MFI_KI67	MFI
REq17	Control	21	wk21_LN_CD3p_CD8p_TCF1nCD101p_GRZBnTBETn_MFI_KI67	133	Wk9 Post-ATI LN CD3p CD8p TCF1nCD101p GRZBnTBETn  KI67	LN	Week 9 Post-ATI	CD3p CD8p TCF1nCD101p GRZBnTBETn  KI67	LN_CD3p_CD8p_TCF1nCD101p_GRZBnTBETn_MFI_KI67	MFI
REq17	Control	21	wk21_LN_CD3p_CD8p_TCFn_TBEThi_CX3CR1pGRZBp_MFI_ID2	191	Wk9 Post-ATI LN CD3p CD8p TCFn TBEThi CX3CR1pGRZBp  ID2	LN	Week 9 Post-ATI	CD3p CD8p TCFn TBEThi CX3CR1pGRZBp  ID2	LN_CD3p_CD8p_TCFn_TBEThi_CX3CR1pGRZBp_MFI_ID2	MFI
REq17	Control	21	wk21_LN_CD3p_CD4p_TCM_TOXpIRF4p_MFI_TCF1	10179	Wk9 Post-ATI LN CD3p CD4p TCM TOXpIRF4p  TCF1	LN	Week 9 Post-ATI	CD3p CD4p TCM TOXpIRF4p  TCF1	LN_CD3p_CD4p_TCM_TOXpIRF4p_MFI_TCF1	MFI
REq17	Control	21	wk21_LN_CD3p_CD4p_TCM_TOXpIRF4p_MFI_CD101	1159	Wk9 Post-ATI LN CD3p CD4p TCM TOXpIRF4p  CD101	LN	Week 9 Post-ATI	CD3p CD4p TCM TOXpIRF4p  CD101	LN_CD3p_CD4p_TCM_TOXpIRF4p_MFI_CD101	MFI
REq17	Control	21	wk21_LN_CD3p_CD4p_TEM_IRF4nTCF1nTOXp	20.4	Wk9 Post-ATI LN CD3p CD4p TEM IRF4nTCF1nTOXp	LN	Week 9 Post-ATI	CD3p CD4p TEM IRF4nTCF1nTOXp	LN_CD3p_CD4p_TEM_IRF4nTCF1nTOXp	%
REq17	Control	21	wk21_LN_CD3p_CD4p_TOXpIRF4p_MFI_CD101	681	Wk9 Post-ATI LN CD3p CD4p TOXpIRF4p  CD101	LN	Week 9 Post-ATI	CD3p CD4p TOXpIRF4p  CD101	LN_CD3p_CD4p_TOXpIRF4p_MFI_CD101	MFI
REq17	Control	21	wk21_PBMC_CD3p_CD4p_TEM_TOXpIRF4p_MFI_CX3CR1	90.9	Wk9 Post-ATI PBMC CD3p CD4p TEM TOXpIRF4p  CX3CR1	PBMC	Week 9 Post-ATI	CD3p CD4p TEM TOXpIRF4p  CX3CR1	PBMC_CD3p_CD4p_TEM_TOXpIRF4p_MFI_CX3CR1	MFI
REq17	Control	21	wk21_PBMC_CD3p_CD8p_TCF1nCD101p_GRZBnTBETn_MFI_KI67	86.1	Wk9 Post-ATI PBMC CD3p CD8p TCF1nCD101p GRZBnTBETn  KI67	PBMC	Week 9 Post-ATI	CD3p CD8p TCF1nCD101p GRZBnTBETn  KI67	PBMC_CD3p_CD8p_TCF1nCD101p_GRZBnTBETn_MFI_KI67	MFI
REq17	Control	21	wk21_PBMC_CD3p_CD8p_TCF1pCD101p_GRZBnTBETn	56.5	Wk9 Post-ATI PBMC CD3p CD8p TCF1pCD101p GRZBnTBETn	PBMC	Week 9 Post-ATI	CD3p CD8p TCF1pCD101p GRZBnTBETn	PBMC_CD3p_CD8p_TCF1pCD101p_GRZBnTBETn	%
REq17	Control	36	wk36_LN_CD3p_CD4p_TCF1p_GRZBp_MFI_GRZB	879	Wk24 Post-ATI LN CD3p CD4p TCF1p GRZBp  GRZB	LN	Week 24 Post-ATI	CD3p CD4p TCF1p GRZBp  GRZB	LN_CD3p_CD4p_TCF1p_GRZBp_MFI_GRZB	MFI
REq17	Control	36	wk36_LN_CD3p_CD8p_TCF1pCD101n	65.4	Wk24 Post-ATI LN CD3p CD8p TCF1pCD101n	LN	Week 24 Post-ATI	CD3p CD8p TCF1pCD101n	LN_CD3p_CD8p_TCF1pCD101n	%
REq17	Control	36	wk36_LN_CD3p_CD8p_TCF1nCD101n	20.9	Wk24 Post-ATI LN CD3p CD8p TCF1nCD101n	LN	Week 24 Post-ATI	CD3p CD8p TCF1nCD101n	LN_CD3p_CD8p_TCF1nCD101n	%
REq17	Control	36	wk36_LN_CD3p_CD8p_TCFn	26.6	Wk24 Post-ATI LN CD3p CD8p TCFn	LN	Week 24 Post-ATI	CD3p CD8p TCFn	LN_CD3p_CD8p_TCFn	%
REq17	Control	36	wk36_LN_CD3p_CD4p_Naive_notToxpIRF4p_MFI_CD101	12.8	Wk24 Post-ATI LN CD3p CD4p Naive notToxpIRF4p  CD101	LN	Week 24 Post-ATI	CD3p CD4p Naive notToxpIRF4p  CD101	LN_CD3p_CD4p_Naive_notToxpIRF4p_MFI_CD101	MFI
REq17	Control	36	wk36_LN_CD3p_CD4p_TCM_notToxpIRF4p_MFI_CD101	194	Wk24 Post-ATI LN CD3p CD4p TCM notToxpIRF4p  CD101	LN	Week 24 Post-ATI	CD3p CD4p TCM notToxpIRF4p  CD101	LN_CD3p_CD4p_TCM_notToxpIRF4p_MFI_CD101	MFI
REq17	Control	36	wk36_LN_CD3p_CD4p_TCM_TOXpIRF4p_MFI_CD101	564	Wk24 Post-ATI LN CD3p CD4p TCM TOXpIRF4p  CD101	LN	Week 24 Post-ATI	CD3p CD4p TCM TOXpIRF4p  CD101	LN_CD3p_CD4p_TCM_TOXpIRF4p_MFI_CD101	MFI
REq17	Control	36	wk36_LN_CD3p_CD4p_TEM_notToxpIRF4p_MFI_CD101	75.8	Wk24 Post-ATI LN CD3p CD4p TEM notToxpIRF4p  CD101	LN	Week 24 Post-ATI	CD3p CD4p TEM notToxpIRF4p  CD101	LN_CD3p_CD4p_TEM_notToxpIRF4p_MFI_CD101	MFI
REq17	Control	36	wk36_LN_CD3p_CD4p_TEM_TCF1p	49.3	Wk24 Post-ATI LN CD3p CD4p TEM TCF1p	LN	Week 24 Post-ATI	CD3p CD4p TEM TCF1p	LN_CD3p_CD4p_TEM_TCF1p	%
REq17	Control	36	wk36_LN_CD3p_CD4p_TEM_TCF1n	50.7	Wk24 Post-ATI LN CD3p CD4p TEM TCF1n	LN	Week 24 Post-ATI	CD3p CD4p TEM TCF1n	LN_CD3p_CD4p_TEM_TCF1n	%
REq17	Control	36	wk36_LN_CD3p_CD4p_TEM_IRF4pTCF1pTOXn	8.25	Wk24 Post-ATI LN CD3p CD4p TEM IRF4pTCF1pTOXn	LN	Week 24 Post-ATI	CD3p CD4p TEM IRF4pTCF1pTOXn	LN_CD3p_CD4p_TEM_IRF4pTCF1pTOXn	%
REq17	Control	36	wk36_LN_CD3p_CD4p_TEM_IRF4nTCF1nTOXn	23.8	Wk24 Post-ATI LN CD3p CD4p TEM IRF4nTCF1nTOXn	LN	Week 24 Post-ATI	CD3p CD4p TEM IRF4nTCF1nTOXn	LN_CD3p_CD4p_TEM_IRF4nTCF1nTOXn	%
REq17	Control	36	wk36_LN_CD3p_CD8p_Naive_notToxpIRF4p_MFI_CD101	-2.57	Wk24 Post-ATI LN CD3p CD8p Naive notToxpIRF4p  CD101	LN	Week 24 Post-ATI	CD3p CD8p Naive notToxpIRF4p  CD101	LN_CD3p_CD8p_Naive_notToxpIRF4p_MFI_CD101	MFI
REq17	Control	36	wk36_LN_CD3p_CD8p_Naive_TCF1p	92	Wk24 Post-ATI LN CD3p CD8p Naive TCF1p	LN	Week 24 Post-ATI	CD3p CD8p Naive TCF1p	LN_CD3p_CD8p_Naive_TCF1p	%
REq17	Control	36	wk36_LN_CD3p_CD8p_Naive_TCF1n	8.04	Wk24 Post-ATI LN CD3p CD8p Naive TCF1n	LN	Week 24 Post-ATI	CD3p CD8p Naive TCF1n	LN_CD3p_CD8p_Naive_TCF1n	%
REq17	Control	36	wk36_LN_CD3p_CD8p_Naive_IRF4nTCF1nTOXp	1.76	Wk24 Post-ATI LN CD3p CD8p Naive IRF4nTCF1nTOXp	LN	Week 24 Post-ATI	CD3p CD8p Naive IRF4nTCF1nTOXp	LN_CD3p_CD8p_Naive_IRF4nTCF1nTOXp	%
REq17	Control	36	wk36_LN_CD3p_CD8p_Naive_IRF4nTCF1nTOXn	6.01	Wk24 Post-ATI LN CD3p CD8p Naive IRF4nTCF1nTOXn	LN	Week 24 Post-ATI	CD3p CD8p Naive IRF4nTCF1nTOXn	LN_CD3p_CD8p_Naive_IRF4nTCF1nTOXn	%
REq17	Control	36	wk36_LN_CD3p_CD8p_notToxpIRF4p_MFI_TCF1	7496	Wk24 Post-ATI LN CD3p CD8p notToxpIRF4p  TCF1	LN	Week 24 Post-ATI	CD3p CD8p notToxpIRF4p  TCF1	LN_CD3p_CD8p_notToxpIRF4p_MFI_TCF1	MFI
REq17	Control	36	wk36_LN_CD3p_CD8p_TCF1p	79	Wk24 Post-ATI LN CD3p CD8p TCF1p	LN	Week 24 Post-ATI	CD3p CD8p TCF1p	LN_CD3p_CD8p_TCF1p	%
REq17	Control	36	wk36_LN_CD3p_CD8p_TEM_IRF4nTCF1nTOXp	15.8	Wk24 Post-ATI LN CD3p CD8p TEM IRF4nTCF1nTOXp	LN	Week 24 Post-ATI	CD3p CD8p TEM IRF4nTCF1nTOXp	LN_CD3p_CD8p_TEM_IRF4nTCF1nTOXp	%
REq17	Control	36	wk36_LN_CD3p_CD8p_IRF4nTCF1pTOXn	50.1	Wk24 Post-ATI LN CD3p CD8p IRF4nTCF1pTOXn	LN	Week 24 Post-ATI	CD3p CD8p IRF4nTCF1pTOXn	LN_CD3p_CD8p_IRF4nTCF1pTOXn	%
REq17	Control	36	wk36_LN_CD3p_CD8p_IRF4nTCF1nTOXp	6.04	Wk24 Post-ATI LN CD3p CD8p IRF4nTCF1nTOXp	LN	Week 24 Post-ATI	CD3p CD8p IRF4nTCF1nTOXp	LN_CD3p_CD8p_IRF4nTCF1nTOXp	%
REq17	Control	36	wk36_LN_CD3p_CD8p_IRF4nTCF1nTOXn	12.4	Wk24 Post-ATI LN CD3p CD8p IRF4nTCF1nTOXn	LN	Week 24 Post-ATI	CD3p CD8p IRF4nTCF1nTOXn	LN_CD3p_CD8p_IRF4nTCF1nTOXn	%
REq17	Control	36	wk36_PBMC_CD3p_CD4p_TCM_notToxpIRF4p_MFI_TBET	450	Wk24 Post-ATI PBMC CD3p CD4p TCM notToxpIRF4p  TBET	PBMC	Week 24 Post-ATI	CD3p CD4p TCM notToxpIRF4p  TBET	PBMC_CD3p_CD4p_TCM_notToxpIRF4p_MFI_TBET	MFI
REq17	Control	36	wk36_PBMC_CD3p_CD4p_TCM_TOXpIRF4p_MFI_TBET	622	Wk24 Post-ATI PBMC CD3p CD4p TCM TOXpIRF4p  TBET	PBMC	Week 24 Post-ATI	CD3p CD4p TCM TOXpIRF4p  TBET	PBMC_CD3p_CD4p_TCM_TOXpIRF4p_MFI_TBET	MFI
REq17	Control	36	wk36_PBMC_CD3p_CD8p_TCM_notToxpIRF4p_MFI_TBET	334	Wk24 Post-ATI PBMC CD3p CD8p TCM notToxpIRF4p  TBET	PBMC	Week 24 Post-ATI	CD3p CD8p TCM notToxpIRF4p  TBET	PBMC_CD3p_CD8p_TCM_notToxpIRF4p_MFI_TBET	MFI
REq17	Control	36	wk36_PBMC_CD3p_CD8p_TCM_TOXpIRF4p_MFI_TBET	419	Wk24 Post-ATI PBMC CD3p CD8p TCM TOXpIRF4p  TBET	PBMC	Week 24 Post-ATI	CD3p CD8p TCM TOXpIRF4p  TBET	PBMC_CD3p_CD8p_TCM_TOXpIRF4p_MFI_TBET	MFI
REq17	Control	36	wk36_PBMC_CD3p_CD8p_TCF1pCD101p_MFI_BCL2	3708	Wk24 Post-ATI PBMC CD3p CD8p TCF1pCD101p  BCL2	PBMC	Week 24 Post-ATI	CD3p CD8p TCF1pCD101p  BCL2	PBMC_CD3p_CD8p_TCF1pCD101p_MFI_BCL2	MFI
REq17	Control	36	wk36_PBMC_CD3p_CD8p_TCF1pCD101p_GRZBnTBETn_MFI_BCL2	3101	Wk24 Post-ATI PBMC CD3p CD8p TCF1pCD101p GRZBnTBETn  BCL2	PBMC	Week 24 Post-ATI	CD3p CD8p TCF1pCD101p GRZBnTBETn  BCL2	PBMC_CD3p_CD8p_TCF1pCD101p_GRZBnTBETn_MFI_BCL2	MFI
REu17	Control	12	wk12_LN_CD3p_CD4p_notToxpIRF4p_MFI_BCL2	2273	Wk0 Post-ATI LN CD3p CD4p notToxpIRF4p  BCL2	LN	Week 0 Post-ATI	CD3p CD4p notToxpIRF4p  BCL2	LN_CD3p_CD4p_notToxpIRF4p_MFI_BCL2	MFI
REu17	Control	12	wk12_LN_CD3p_CD4p_TCM_notToxpIRF4p_MFI_BCL2	2410	Wk0 Post-ATI LN CD3p CD4p TCM notToxpIRF4p  BCL2	LN	Week 0 Post-ATI	CD3p CD4p TCM notToxpIRF4p  BCL2	LN_CD3p_CD4p_TCM_notToxpIRF4p_MFI_BCL2	MFI
REu17	Control	12	wk12_LN_CD3p_CD4p_TCM_IRF4nTCF1nTOXp	3.43	Wk0 Post-ATI LN CD3p CD4p TCM IRF4nTCF1nTOXp	LN	Week 0 Post-ATI	CD3p CD4p TCM IRF4nTCF1nTOXp	LN_CD3p_CD4p_TCM_IRF4nTCF1nTOXp	%
REu17	Control	12	wk12_LN_CD3p_CD8p_TOXpIRF4p_MFI_KI67	107	Wk0 Post-ATI LN CD3p CD8p TOXpIRF4p  KI67	LN	Week 0 Post-ATI	CD3p CD8p TOXpIRF4p  KI67	LN_CD3p_CD8p_TOXpIRF4p_MFI_KI67	MFI
REu17	Control	12	wk12_PBMC_CD3p_CD4p_TCM_notToxpIRF4p_MFI_BCL2	2500	Wk0 Post-ATI PBMC CD3p CD4p TCM notToxpIRF4p  BCL2	PBMC	Week 0 Post-ATI	CD3p CD4p TCM notToxpIRF4p  BCL2	PBMC_CD3p_CD4p_TCM_notToxpIRF4p_MFI_BCL2	MFI
REu17	Control	12	wk12_PBMC_CD3p_CD4p_TCM_IRF4pTCF1nTOXn	0.96	Wk0 Post-ATI PBMC CD3p CD4p TCM IRF4pTCF1nTOXn	PBMC	Week 0 Post-ATI	CD3p CD4p TCM IRF4pTCF1nTOXn	PBMC_CD3p_CD4p_TCM_IRF4pTCF1nTOXn	%
REu17	Control	12	wk12_PBMC_CD3p_CD8p_TCF1nCD101p_GRZBnTBETp_MFI_BCL2	5824	Wk0 Post-ATI PBMC CD3p CD8p TCF1nCD101p GRZBnTBETp  BCL2	PBMC	Week 0 Post-ATI	CD3p CD8p TCF1nCD101p GRZBnTBETp  BCL2	PBMC_CD3p_CD8p_TCF1nCD101p_GRZBnTBETp_MFI_BCL2	MFI
REu17	Control	12	wk12_PBMC_CD3p_CD8p_TCF1pCD101p_GRZBpTBETp_MFI_BCL2	4976	Wk0 Post-ATI PBMC CD3p CD8p TCF1pCD101p GRZBpTBETp  BCL2	PBMC	Week 0 Post-ATI	CD3p CD8p TCF1pCD101p GRZBpTBETp  BCL2	PBMC_CD3p_CD8p_TCF1pCD101p_GRZBpTBETp_MFI_BCL2	MFI
REu17	Control	12	wk12_PBMC_CD3p_CD8p_TCF1nCD101n_MFI_KI67	69.4	Wk0 Post-ATI PBMC CD3p CD8p TCF1nCD101n  KI67	PBMC	Week 0 Post-ATI	CD3p CD8p TCF1nCD101n  KI67	PBMC_CD3p_CD8p_TCF1nCD101n_MFI_KI67	MFI
REu17	Control	21	wk21_LN_CD3p_CD8p_TCF1nCD101p_MFI_IRF4	105	Wk9 Post-ATI LN CD3p CD8p TCF1nCD101p  IRF4	LN	Week 9 Post-ATI	CD3p CD8p TCF1nCD101p  IRF4	LN_CD3p_CD8p_TCF1nCD101p_MFI_IRF4	MFI
REu17	Control	21	wk21_LN_CD3p_CD8p_TCF1nCD101p_MFI_ID2	213	Wk9 Post-ATI LN CD3p CD8p TCF1nCD101p  ID2	LN	Week 9 Post-ATI	CD3p CD8p TCF1nCD101p  ID2	LN_CD3p_CD8p_TCF1nCD101p_MFI_ID2	MFI
REu17	Control	21	wk21_LN_CD3p_CD8p_TCF1nCD101p_GRZBnTBETp_MFI_IRF4	107	Wk9 Post-ATI LN CD3p CD8p TCF1nCD101p GRZBnTBETp  IRF4	LN	Week 9 Post-ATI	CD3p CD8p TCF1nCD101p GRZBnTBETp  IRF4	LN_CD3p_CD8p_TCF1nCD101p_GRZBnTBETp_MFI_IRF4	MFI
REu17	Control	21	wk21_LN_CD3p_CD8p_TCF1nCD101p_GRZBnTBETp_MFI_ID2	240	Wk9 Post-ATI LN CD3p CD8p TCF1nCD101p GRZBnTBETp  ID2	LN	Week 9 Post-ATI	CD3p CD8p TCF1nCD101p GRZBnTBETp  ID2	LN_CD3p_CD8p_TCF1nCD101p_GRZBnTBETp_MFI_ID2	MFI
REu17	Control	21	wk21_LN_CD3p_CD8p_TCF1nCD101p_GRZBnTBETp_MFI_CD101	1225	Wk9 Post-ATI LN CD3p CD8p TCF1nCD101p GRZBnTBETp  CD101	LN	Week 9 Post-ATI	CD3p CD8p TCF1nCD101p GRZBnTBETp  CD101	LN_CD3p_CD8p_TCF1nCD101p_GRZBnTBETp_MFI_CD101	MFI
REu17	Control	21	wk21_LN_CD3p_CD8p_TCF1nCD101p_GRZBpTBETp_MFI_BCL2	439	Wk9 Post-ATI LN CD3p CD8p TCF1nCD101p GRZBpTBETp  BCL2	LN	Week 9 Post-ATI	CD3p CD8p TCF1nCD101p GRZBpTBETp  BCL2	LN_CD3p_CD8p_TCF1nCD101p_GRZBpTBETp_MFI_BCL2	MFI
REu17	Control	21	wk21_LN_CD3p_CD8p_TCF1nCD101p_GRZBpTBETp_MFI_KI67	399	Wk9 Post-ATI LN CD3p CD8p TCF1nCD101p GRZBpTBETp  KI67	LN	Week 9 Post-ATI	CD3p CD8p TCF1nCD101p GRZBpTBETp  KI67	LN_CD3p_CD8p_TCF1nCD101p_GRZBpTBETp_MFI_KI67	MFI
REu17	Control	21	wk21_LN_CD3p_CD8p_TCF1nCD101p_GRZBnTBETn_MFI_KI67	80.9	Wk9 Post-ATI LN CD3p CD8p TCF1nCD101p GRZBnTBETn  KI67	LN	Week 9 Post-ATI	CD3p CD8p TCF1nCD101p GRZBnTBETn  KI67	LN_CD3p_CD8p_TCF1nCD101p_GRZBnTBETn_MFI_KI67	MFI
REu17	Control	21	wk21_LN_CD3p_CD8p_TCFn_TBEThi_CX3CR1pGRZBp_MFI_ID2	175	Wk9 Post-ATI LN CD3p CD8p TCFn TBEThi CX3CR1pGRZBp  ID2	LN	Week 9 Post-ATI	CD3p CD8p TCFn TBEThi CX3CR1pGRZBp  ID2	LN_CD3p_CD8p_TCFn_TBEThi_CX3CR1pGRZBp_MFI_ID2	MFI
REu17	Control	21	wk21_LN_CD3p_CD4p_TCM_TOXpIRF4p_MFI_TCF1	9951	Wk9 Post-ATI LN CD3p CD4p TCM TOXpIRF4p  TCF1	LN	Week 9 Post-ATI	CD3p CD4p TCM TOXpIRF4p  TCF1	LN_CD3p_CD4p_TCM_TOXpIRF4p_MFI_TCF1	MFI
REu17	Control	21	wk21_LN_CD3p_CD4p_TCM_TOXpIRF4p_MFI_CD101	1089	Wk9 Post-ATI LN CD3p CD4p TCM TOXpIRF4p  CD101	LN	Week 9 Post-ATI	CD3p CD4p TCM TOXpIRF4p  CD101	LN_CD3p_CD4p_TCM_TOXpIRF4p_MFI_CD101	MFI
REu17	Control	21	wk21_LN_CD3p_CD4p_TEM_IRF4nTCF1nTOXp	15.9	Wk9 Post-ATI LN CD3p CD4p TEM IRF4nTCF1nTOXp	LN	Week 9 Post-ATI	CD3p CD4p TEM IRF4nTCF1nTOXp	LN_CD3p_CD4p_TEM_IRF4nTCF1nTOXp	%
REu17	Control	21	wk21_LN_CD3p_CD4p_TOXpIRF4p_MFI_CD101	950	Wk9 Post-ATI LN CD3p CD4p TOXpIRF4p  CD101	LN	Week 9 Post-ATI	CD3p CD4p TOXpIRF4p  CD101	LN_CD3p_CD4p_TOXpIRF4p_MFI_CD101	MFI
REu17	Control	21	wk21_PBMC_CD3p_CD4p_TEM_TOXpIRF4p_MFI_CX3CR1	112	Wk9 Post-ATI PBMC CD3p CD4p TEM TOXpIRF4p  CX3CR1	PBMC	Week 9 Post-ATI	CD3p CD4p TEM TOXpIRF4p  CX3CR1	PBMC_CD3p_CD4p_TEM_TOXpIRF4p_MFI_CX3CR1	MFI
REu17	Control	21	wk21_PBMC_CD3p_CD8p_TCF1nCD101p_GRZBnTBETn_MFI_KI67	86.1	Wk9 Post-ATI PBMC CD3p CD8p TCF1nCD101p GRZBnTBETn  KI67	PBMC	Week 9 Post-ATI	CD3p CD8p TCF1nCD101p GRZBnTBETn  KI67	PBMC_CD3p_CD8p_TCF1nCD101p_GRZBnTBETn_MFI_KI67	MFI
REu17	Control	21	wk21_PBMC_CD3p_CD8p_TCF1pCD101p_GRZBnTBETn	56.2	Wk9 Post-ATI PBMC CD3p CD8p TCF1pCD101p GRZBnTBETn	PBMC	Week 9 Post-ATI	CD3p CD8p TCF1pCD101p GRZBnTBETn	PBMC_CD3p_CD8p_TCF1pCD101p_GRZBnTBETn	%
REu17	Control	36	wk36_LN_CD3p_CD4p_TCF1p_GRZBp_MFI_GRZB	760	Wk24 Post-ATI LN CD3p CD4p TCF1p GRZBp  GRZB	LN	Week 24 Post-ATI	CD3p CD4p TCF1p GRZBp  GRZB	LN_CD3p_CD4p_TCF1p_GRZBp_MFI_GRZB	MFI
REu17	Control	36	wk36_LN_CD3p_CD8p_TCF1pCD101n	71.3	Wk24 Post-ATI LN CD3p CD8p TCF1pCD101n	LN	Week 24 Post-ATI	CD3p CD8p TCF1pCD101n	LN_CD3p_CD8p_TCF1pCD101n	%
REu17	Control	36	wk36_LN_CD3p_CD8p_TCF1nCD101n	16.6	Wk24 Post-ATI LN CD3p CD8p TCF1nCD101n	LN	Week 24 Post-ATI	CD3p CD8p TCF1nCD101n	LN_CD3p_CD8p_TCF1nCD101n	%
REu17	Control	36	wk36_LN_CD3p_CD8p_TCFn	20.6	Wk24 Post-ATI LN CD3p CD8p TCFn	LN	Week 24 Post-ATI	CD3p CD8p TCFn	LN_CD3p_CD8p_TCFn	%
REu17	Control	36	wk36_LN_CD3p_CD4p_Naive_notToxpIRF4p_MFI_CD101	107	Wk24 Post-ATI LN CD3p CD4p Naive notToxpIRF4p  CD101	LN	Week 24 Post-ATI	CD3p CD4p Naive notToxpIRF4p  CD101	LN_CD3p_CD4p_Naive_notToxpIRF4p_MFI_CD101	MFI
REu17	Control	36	wk36_LN_CD3p_CD4p_TCM_notToxpIRF4p_MFI_CD101	250	Wk24 Post-ATI LN CD3p CD4p TCM notToxpIRF4p  CD101	LN	Week 24 Post-ATI	CD3p CD4p TCM notToxpIRF4p  CD101	LN_CD3p_CD4p_TCM_notToxpIRF4p_MFI_CD101	MFI
REu17	Control	36	wk36_LN_CD3p_CD4p_TCM_TOXpIRF4p_MFI_CD101	1453	Wk24 Post-ATI LN CD3p CD4p TCM TOXpIRF4p  CD101	LN	Week 24 Post-ATI	CD3p CD4p TCM TOXpIRF4p  CD101	LN_CD3p_CD4p_TCM_TOXpIRF4p_MFI_CD101	MFI
REu17	Control	36	wk36_LN_CD3p_CD4p_TEM_notToxpIRF4p_MFI_CD101	175	Wk24 Post-ATI LN CD3p CD4p TEM notToxpIRF4p  CD101	LN	Week 24 Post-ATI	CD3p CD4p TEM notToxpIRF4p  CD101	LN_CD3p_CD4p_TEM_notToxpIRF4p_MFI_CD101	MFI
REu17	Control	36	wk36_LN_CD3p_CD4p_TEM_TCF1p	41.6	Wk24 Post-ATI LN CD3p CD4p TEM TCF1p	LN	Week 24 Post-ATI	CD3p CD4p TEM TCF1p	LN_CD3p_CD4p_TEM_TCF1p	%
REu17	Control	36	wk36_LN_CD3p_CD4p_TEM_TCF1n	58.4	Wk24 Post-ATI LN CD3p CD4p TEM TCF1n	LN	Week 24 Post-ATI	CD3p CD4p TEM TCF1n	LN_CD3p_CD4p_TEM_TCF1n	%
REu17	Control	36	wk36_LN_CD3p_CD4p_TEM_IRF4pTCF1pTOXn	8.24	Wk24 Post-ATI LN CD3p CD4p TEM IRF4pTCF1pTOXn	LN	Week 24 Post-ATI	CD3p CD4p TEM IRF4pTCF1pTOXn	LN_CD3p_CD4p_TEM_IRF4pTCF1pTOXn	%
REu17	Control	36	wk36_LN_CD3p_CD4p_TEM_IRF4nTCF1nTOXn	30.3	Wk24 Post-ATI LN CD3p CD4p TEM IRF4nTCF1nTOXn	LN	Week 24 Post-ATI	CD3p CD4p TEM IRF4nTCF1nTOXn	LN_CD3p_CD4p_TEM_IRF4nTCF1nTOXn	%
REu17	Control	36	wk36_LN_CD3p_CD8p_Naive_notToxpIRF4p_MFI_CD101	97.7	Wk24 Post-ATI LN CD3p CD8p Naive notToxpIRF4p  CD101	LN	Week 24 Post-ATI	CD3p CD8p Naive notToxpIRF4p  CD101	LN_CD3p_CD8p_Naive_notToxpIRF4p_MFI_CD101	MFI
REu17	Control	36	wk36_LN_CD3p_CD8p_Naive_TCF1p	91.7	Wk24 Post-ATI LN CD3p CD8p Naive TCF1p	LN	Week 24 Post-ATI	CD3p CD8p Naive TCF1p	LN_CD3p_CD8p_Naive_TCF1p	%
REu17	Control	36	wk36_LN_CD3p_CD8p_Naive_TCF1n	8.27	Wk24 Post-ATI LN CD3p CD8p Naive TCF1n	LN	Week 24 Post-ATI	CD3p CD8p Naive TCF1n	LN_CD3p_CD8p_Naive_TCF1n	%
REu17	Control	36	wk36_LN_CD3p_CD8p_Naive_IRF4nTCF1nTOXp	2.47	Wk24 Post-ATI LN CD3p CD8p Naive IRF4nTCF1nTOXp	LN	Week 24 Post-ATI	CD3p CD8p Naive IRF4nTCF1nTOXp	LN_CD3p_CD8p_Naive_IRF4nTCF1nTOXp	%
REu17	Control	36	wk36_LN_CD3p_CD8p_Naive_IRF4nTCF1nTOXn	5.04	Wk24 Post-ATI LN CD3p CD8p Naive IRF4nTCF1nTOXn	LN	Week 24 Post-ATI	CD3p CD8p Naive IRF4nTCF1nTOXn	LN_CD3p_CD8p_Naive_IRF4nTCF1nTOXn	%
REu17	Control	36	wk36_LN_CD3p_CD8p_notToxpIRF4p_MFI_TCF1	9729	Wk24 Post-ATI LN CD3p CD8p notToxpIRF4p  TCF1	LN	Week 24 Post-ATI	CD3p CD8p notToxpIRF4p  TCF1	LN_CD3p_CD8p_notToxpIRF4p_MFI_TCF1	MFI
REu17	Control	36	wk36_LN_CD3p_CD8p_TCF1p	82.5	Wk24 Post-ATI LN CD3p CD8p TCF1p	LN	Week 24 Post-ATI	CD3p CD8p TCF1p	LN_CD3p_CD8p_TCF1p	%
REu17	Control	36	wk36_LN_CD3p_CD8p_TEM_IRF4nTCF1nTOXp	12.5	Wk24 Post-ATI LN CD3p CD8p TEM IRF4nTCF1nTOXp	LN	Week 24 Post-ATI	CD3p CD8p TEM IRF4nTCF1nTOXp	LN_CD3p_CD8p_TEM_IRF4nTCF1nTOXp	%
REu17	Control	36	wk36_LN_CD3p_CD8p_IRF4nTCF1pTOXn	45.6	Wk24 Post-ATI LN CD3p CD8p IRF4nTCF1pTOXn	LN	Week 24 Post-ATI	CD3p CD8p IRF4nTCF1pTOXn	LN_CD3p_CD8p_IRF4nTCF1pTOXn	%
